year,month,year_month,age,age_lab,sex,n_rnd
2010,01,2010-01,0,0,female,12
2010,01,2010-01,0,0,male,15
2010,01,2010-01,1,1,female,0
2010,01,2010-01,1,1,male,0
2010,01,2010-01,2,2,male,0
2010,01,2010-01,5,5,male,0
2010,01,2010-01,9,9,female,6
2010,01,2010-01,11,11,male,0
2010,01,2010-01,12,12,male,0
2010,01,2010-01,14,14,female,0
2010,01,2010-01,14,14,male,0
2010,01,2010-01,15,15,male,0
2010,01,2010-01,16,16,female,0
2010,01,2010-01,16,16,male,0
2010,01,2010-01,17,17,male,6
2010,01,2010-01,18,18,female,6
2010,01,2010-01,18,18,male,6
2010,01,2010-01,19,19,female,6
2010,01,2010-01,19,19,male,0
2010,01,2010-01,20,20,female,0
2010,01,2010-01,20,20,male,0
2010,01,2010-01,21,21,female,0
2010,01,2010-01,21,21,male,0
2010,01,2010-01,22,22,female,0
2010,01,2010-01,22,22,male,6
2010,01,2010-01,23,23,male,6
2010,01,2010-01,25,25,female,0
2010,01,2010-01,26,26,female,6
2010,01,2010-01,26,26,male,0
2010,01,2010-01,27,27,female,0
2010,01,2010-01,28,28,female,0
2010,01,2010-01,28,28,male,0
2010,01,2010-01,29,29,female,0
2010,01,2010-01,29,29,male,0
2010,01,2010-01,30,30,female,6
2010,01,2010-01,30,30,male,0
2010,01,2010-01,31,31,female,0
2010,01,2010-01,32,32,male,0
2010,01,2010-01,33,33,female,6
2010,01,2010-01,33,33,male,6
2010,01,2010-01,34,34,female,0
2010,01,2010-01,34,34,male,0
2010,01,2010-01,35,35,female,0
2010,01,2010-01,35,35,male,6
2010,01,2010-01,36,36,male,0
2010,01,2010-01,37,37,female,6
2010,01,2010-01,37,37,male,6
2010,01,2010-01,38,38,male,0
2010,01,2010-01,39,39,female,6
2010,01,2010-01,39,39,male,0
2010,01,2010-01,40,40,female,0
2010,01,2010-01,40,40,male,6
2010,01,2010-01,41,41,female,0
2010,01,2010-01,41,41,male,6
2010,01,2010-01,42,42,female,6
2010,01,2010-01,42,42,male,6
2010,01,2010-01,43,43,female,0
2010,01,2010-01,43,43,male,6
2010,01,2010-01,44,44,female,6
2010,01,2010-01,44,44,male,6
2010,01,2010-01,45,45,female,6
2010,01,2010-01,45,45,male,6
2010,01,2010-01,46,46,female,6
2010,01,2010-01,46,46,male,6
2010,01,2010-01,47,47,female,6
2010,01,2010-01,47,47,male,0
2010,01,2010-01,48,48,female,9
2010,01,2010-01,48,48,male,6
2010,01,2010-01,49,49,female,6
2010,01,2010-01,49,49,male,6
2010,01,2010-01,50,50,female,6
2010,01,2010-01,50,50,male,0
2010,01,2010-01,51,51,female,6
2010,01,2010-01,51,51,male,9
2010,01,2010-01,52,52,female,6
2010,01,2010-01,52,52,male,9
2010,01,2010-01,53,53,female,6
2010,01,2010-01,53,53,male,6
2010,01,2010-01,54,54,female,6
2010,01,2010-01,54,54,male,9
2010,01,2010-01,55,55,female,0
2010,01,2010-01,55,55,male,12
2010,01,2010-01,56,56,female,9
2010,01,2010-01,56,56,male,12
2010,01,2010-01,57,57,female,6
2010,01,2010-01,57,57,male,12
2010,01,2010-01,58,58,female,0
2010,01,2010-01,58,58,male,12
2010,01,2010-01,59,59,female,6
2010,01,2010-01,59,59,male,15
2010,01,2010-01,60,60,female,12
2010,01,2010-01,60,60,male,15
2010,01,2010-01,61,61,female,12
2010,01,2010-01,61,61,male,21
2010,01,2010-01,62,62,female,6
2010,01,2010-01,62,62,male,12
2010,01,2010-01,63,63,female,6
2010,01,2010-01,63,63,male,18
2010,01,2010-01,64,64,female,12
2010,01,2010-01,64,64,male,12
2010,01,2010-01,65,65,female,15
2010,01,2010-01,65,65,male,15
2010,01,2010-01,66,66,female,15
2010,01,2010-01,66,66,male,18
2010,01,2010-01,67,67,female,12
2010,01,2010-01,67,67,male,18
2010,01,2010-01,68,68,female,12
2010,01,2010-01,68,68,male,24
2010,01,2010-01,69,69,female,15
2010,01,2010-01,69,69,male,21
2010,01,2010-01,70,70,female,18
2010,01,2010-01,70,70,male,18
2010,01,2010-01,71,71,female,15
2010,01,2010-01,71,71,male,21
2010,01,2010-01,72,72,female,15
2010,01,2010-01,72,72,male,12
2010,01,2010-01,73,73,female,15
2010,01,2010-01,73,73,male,27
2010,01,2010-01,74,74,female,27
2010,01,2010-01,74,74,male,36
2010,01,2010-01,75,75,female,15
2010,01,2010-01,75,75,male,33
2010,01,2010-01,76,76,female,18
2010,01,2010-01,76,76,male,36
2010,01,2010-01,77,77,female,18
2010,01,2010-01,77,77,male,33
2010,01,2010-01,78,78,female,24
2010,01,2010-01,78,78,male,30
2010,01,2010-01,79,79,female,21
2010,01,2010-01,79,79,male,33
2010,01,2010-01,80,80,female,33
2010,01,2010-01,80,80,male,45
2010,01,2010-01,81,81,female,30
2010,01,2010-01,81,81,male,39
2010,01,2010-01,82,82,female,33
2010,01,2010-01,82,82,male,39
2010,01,2010-01,83,83,female,39
2010,01,2010-01,83,83,male,42
2010,01,2010-01,84,84,female,42
2010,01,2010-01,84,84,male,36
2010,01,2010-01,85,85,female,42
2010,01,2010-01,85,85,male,39
2010,01,2010-01,86,86,female,45
2010,01,2010-01,86,86,male,30
2010,01,2010-01,87,87,female,48
2010,01,2010-01,87,87,male,30
2010,01,2010-01,88,88,female,51
2010,01,2010-01,88,88,male,30
2010,01,2010-01,89,89,female,57
2010,01,2010-01,89,89,male,33
2010,01,2010-01,90,90,female,45
2010,01,2010-01,90,90,male,15
2010,01,2010-01,91,91,female,36
2010,01,2010-01,91,91,male,21
2010,01,2010-01,92,92,female,27
2010,01,2010-01,92,92,male,6
2010,01,2010-01,93,93,female,27
2010,01,2010-01,93,93,male,15
2010,01,2010-01,94,94,female,27
2010,01,2010-01,94,94,male,18
2010,01,2010-01,95,95+,female,78
2010,01,2010-01,95,95+,male,21
2010,02,2010-02,0,0,female,0
2010,02,2010-02,0,0,male,15
2010,02,2010-02,3,3,male,0
2010,02,2010-02,4,4,male,0
2010,02,2010-02,11,11,female,6
2010,02,2010-02,11,11,male,0
2010,02,2010-02,12,12,female,0
2010,02,2010-02,15,15,female,0
2010,02,2010-02,15,15,male,6
2010,02,2010-02,16,16,female,0
2010,02,2010-02,16,16,male,0
2010,02,2010-02,17,17,male,0
2010,02,2010-02,18,18,female,0
2010,02,2010-02,18,18,male,0
2010,02,2010-02,19,19,male,6
2010,02,2010-02,20,20,female,6
2010,02,2010-02,20,20,male,6
2010,02,2010-02,21,21,female,0
2010,02,2010-02,21,21,male,6
2010,02,2010-02,22,22,female,0
2010,02,2010-02,23,23,female,6
2010,02,2010-02,23,23,male,0
2010,02,2010-02,24,24,female,0
2010,02,2010-02,24,24,male,0
2010,02,2010-02,25,25,male,6
2010,02,2010-02,27,27,female,6
2010,02,2010-02,27,27,male,0
2010,02,2010-02,28,28,female,0
2010,02,2010-02,28,28,male,0
2010,02,2010-02,29,29,female,0
2010,02,2010-02,29,29,male,6
2010,02,2010-02,30,30,female,0
2010,02,2010-02,31,31,male,0
2010,02,2010-02,32,32,female,6
2010,02,2010-02,32,32,male,6
2010,02,2010-02,33,33,female,6
2010,02,2010-02,33,33,male,0
2010,02,2010-02,34,34,male,6
2010,02,2010-02,35,35,female,6
2010,02,2010-02,35,35,male,6
2010,02,2010-02,36,36,male,6
2010,02,2010-02,37,37,female,0
2010,02,2010-02,37,37,male,0
2010,02,2010-02,38,38,female,0
2010,02,2010-02,39,39,female,0
2010,02,2010-02,39,39,male,6
2010,02,2010-02,40,40,female,0
2010,02,2010-02,40,40,male,6
2010,02,2010-02,41,41,female,9
2010,02,2010-02,41,41,male,0
2010,02,2010-02,42,42,female,6
2010,02,2010-02,42,42,male,6
2010,02,2010-02,43,43,female,0
2010,02,2010-02,43,43,male,0
2010,02,2010-02,44,44,female,0
2010,02,2010-02,44,44,male,6
2010,02,2010-02,45,45,female,6
2010,02,2010-02,45,45,male,6
2010,02,2010-02,46,46,female,0
2010,02,2010-02,46,46,male,6
2010,02,2010-02,47,47,female,0
2010,02,2010-02,47,47,male,6
2010,02,2010-02,48,48,female,0
2010,02,2010-02,48,48,male,6
2010,02,2010-02,49,49,female,6
2010,02,2010-02,49,49,male,6
2010,02,2010-02,50,50,female,0
2010,02,2010-02,50,50,male,9
2010,02,2010-02,51,51,male,6
2010,02,2010-02,52,52,female,0
2010,02,2010-02,52,52,male,9
2010,02,2010-02,53,53,female,6
2010,02,2010-02,53,53,male,9
2010,02,2010-02,54,54,female,0
2010,02,2010-02,54,54,male,6
2010,02,2010-02,55,55,female,9
2010,02,2010-02,55,55,male,9
2010,02,2010-02,56,56,female,0
2010,02,2010-02,56,56,male,12
2010,02,2010-02,57,57,female,0
2010,02,2010-02,57,57,male,6
2010,02,2010-02,58,58,female,12
2010,02,2010-02,58,58,male,12
2010,02,2010-02,59,59,female,6
2010,02,2010-02,59,59,male,9
2010,02,2010-02,60,60,female,6
2010,02,2010-02,60,60,male,9
2010,02,2010-02,61,61,female,9
2010,02,2010-02,61,61,male,12
2010,02,2010-02,62,62,female,9
2010,02,2010-02,62,62,male,18
2010,02,2010-02,63,63,female,9
2010,02,2010-02,63,63,male,15
2010,02,2010-02,64,64,female,12
2010,02,2010-02,64,64,male,15
2010,02,2010-02,65,65,female,15
2010,02,2010-02,65,65,male,15
2010,02,2010-02,66,66,female,12
2010,02,2010-02,66,66,male,15
2010,02,2010-02,67,67,female,12
2010,02,2010-02,67,67,male,15
2010,02,2010-02,68,68,female,9
2010,02,2010-02,68,68,male,24
2010,02,2010-02,69,69,female,15
2010,02,2010-02,69,69,male,12
2010,02,2010-02,70,70,female,12
2010,02,2010-02,70,70,male,12
2010,02,2010-02,71,71,female,15
2010,02,2010-02,71,71,male,33
2010,02,2010-02,72,72,female,12
2010,02,2010-02,72,72,male,15
2010,02,2010-02,73,73,female,24
2010,02,2010-02,73,73,male,18
2010,02,2010-02,74,74,female,18
2010,02,2010-02,74,74,male,27
2010,02,2010-02,75,75,female,18
2010,02,2010-02,75,75,male,27
2010,02,2010-02,76,76,female,18
2010,02,2010-02,76,76,male,21
2010,02,2010-02,77,77,female,18
2010,02,2010-02,77,77,male,24
2010,02,2010-02,78,78,female,18
2010,02,2010-02,78,78,male,30
2010,02,2010-02,79,79,female,27
2010,02,2010-02,79,79,male,33
2010,02,2010-02,80,80,female,36
2010,02,2010-02,80,80,male,27
2010,02,2010-02,81,81,female,24
2010,02,2010-02,81,81,male,36
2010,02,2010-02,82,82,female,30
2010,02,2010-02,82,82,male,39
2010,02,2010-02,83,83,female,33
2010,02,2010-02,83,83,male,36
2010,02,2010-02,84,84,female,42
2010,02,2010-02,84,84,male,33
2010,02,2010-02,85,85,female,30
2010,02,2010-02,85,85,male,27
2010,02,2010-02,86,86,female,36
2010,02,2010-02,86,86,male,30
2010,02,2010-02,87,87,female,42
2010,02,2010-02,87,87,male,21
2010,02,2010-02,88,88,female,39
2010,02,2010-02,88,88,male,15
2010,02,2010-02,89,89,female,27
2010,02,2010-02,89,89,male,27
2010,02,2010-02,90,90,female,39
2010,02,2010-02,90,90,male,18
2010,02,2010-02,91,91,female,30
2010,02,2010-02,91,91,male,15
2010,02,2010-02,92,92,female,24
2010,02,2010-02,92,92,male,21
2010,02,2010-02,93,93,female,30
2010,02,2010-02,93,93,male,9
2010,02,2010-02,94,94,female,21
2010,02,2010-02,94,94,male,0
2010,02,2010-02,95,95+,female,60
2010,02,2010-02,95,95+,male,18
2010,03,2010-03,0,0,female,15
2010,03,2010-03,0,0,male,15
2010,03,2010-03,1,1,female,0
2010,03,2010-03,2,2,male,0
2010,03,2010-03,4,4,male,0
2010,03,2010-03,5,5,male,0
2010,03,2010-03,6,6,male,0
2010,03,2010-03,13,13,male,0
2010,03,2010-03,14,14,male,0
2010,03,2010-03,15,15,male,6
2010,03,2010-03,16,16,female,0
2010,03,2010-03,16,16,male,0
2010,03,2010-03,17,17,female,0
2010,03,2010-03,17,17,male,0
2010,03,2010-03,18,18,female,0
2010,03,2010-03,18,18,male,6
2010,03,2010-03,19,19,male,6
2010,03,2010-03,21,21,male,6
2010,03,2010-03,22,22,male,0
2010,03,2010-03,23,23,female,6
2010,03,2010-03,23,23,male,0
2010,03,2010-03,24,24,female,6
2010,03,2010-03,25,25,female,0
2010,03,2010-03,25,25,male,6
2010,03,2010-03,26,26,male,0
2010,03,2010-03,27,27,female,6
2010,03,2010-03,27,27,male,0
2010,03,2010-03,28,28,male,6
2010,03,2010-03,29,29,male,0
2010,03,2010-03,30,30,female,0
2010,03,2010-03,31,31,male,0
2010,03,2010-03,32,32,female,6
2010,03,2010-03,33,33,female,6
2010,03,2010-03,34,34,female,0
2010,03,2010-03,35,35,female,0
2010,03,2010-03,35,35,male,0
2010,03,2010-03,36,36,female,6
2010,03,2010-03,36,36,male,0
2010,03,2010-03,37,37,female,0
2010,03,2010-03,37,37,male,0
2010,03,2010-03,38,38,female,0
2010,03,2010-03,39,39,female,6
2010,03,2010-03,39,39,male,0
2010,03,2010-03,40,40,female,6
2010,03,2010-03,40,40,male,0
2010,03,2010-03,41,41,female,0
2010,03,2010-03,41,41,male,6
2010,03,2010-03,42,42,female,0
2010,03,2010-03,42,42,male,6
2010,03,2010-03,43,43,female,6
2010,03,2010-03,43,43,male,6
2010,03,2010-03,44,44,female,6
2010,03,2010-03,44,44,male,6
2010,03,2010-03,45,45,female,0
2010,03,2010-03,45,45,male,0
2010,03,2010-03,46,46,female,12
2010,03,2010-03,46,46,male,0
2010,03,2010-03,47,47,female,6
2010,03,2010-03,47,47,male,6
2010,03,2010-03,48,48,female,6
2010,03,2010-03,48,48,male,6
2010,03,2010-03,49,49,female,6
2010,03,2010-03,49,49,male,12
2010,03,2010-03,50,50,female,6
2010,03,2010-03,50,50,male,12
2010,03,2010-03,51,51,female,0
2010,03,2010-03,51,51,male,9
2010,03,2010-03,52,52,female,6
2010,03,2010-03,52,52,male,12
2010,03,2010-03,53,53,female,6
2010,03,2010-03,53,53,male,6
2010,03,2010-03,54,54,female,6
2010,03,2010-03,54,54,male,6
2010,03,2010-03,55,55,female,9
2010,03,2010-03,55,55,male,9
2010,03,2010-03,56,56,female,12
2010,03,2010-03,56,56,male,9
2010,03,2010-03,57,57,female,6
2010,03,2010-03,57,57,male,12
2010,03,2010-03,58,58,female,6
2010,03,2010-03,58,58,male,12
2010,03,2010-03,59,59,female,12
2010,03,2010-03,59,59,male,15
2010,03,2010-03,60,60,female,15
2010,03,2010-03,60,60,male,15
2010,03,2010-03,61,61,female,12
2010,03,2010-03,61,61,male,9
2010,03,2010-03,62,62,female,9
2010,03,2010-03,62,62,male,15
2010,03,2010-03,63,63,female,12
2010,03,2010-03,63,63,male,21
2010,03,2010-03,64,64,female,12
2010,03,2010-03,64,64,male,12
2010,03,2010-03,65,65,female,15
2010,03,2010-03,65,65,male,15
2010,03,2010-03,66,66,female,6
2010,03,2010-03,66,66,male,21
2010,03,2010-03,67,67,female,15
2010,03,2010-03,67,67,male,33
2010,03,2010-03,68,68,female,9
2010,03,2010-03,68,68,male,24
2010,03,2010-03,69,69,female,12
2010,03,2010-03,69,69,male,33
2010,03,2010-03,70,70,female,6
2010,03,2010-03,70,70,male,24
2010,03,2010-03,71,71,female,21
2010,03,2010-03,71,71,male,18
2010,03,2010-03,72,72,female,24
2010,03,2010-03,72,72,male,33
2010,03,2010-03,73,73,female,12
2010,03,2010-03,73,73,male,24
2010,03,2010-03,74,74,female,15
2010,03,2010-03,74,74,male,27
2010,03,2010-03,75,75,female,24
2010,03,2010-03,75,75,male,33
2010,03,2010-03,76,76,female,18
2010,03,2010-03,76,76,male,27
2010,03,2010-03,77,77,female,24
2010,03,2010-03,77,77,male,27
2010,03,2010-03,78,78,female,21
2010,03,2010-03,78,78,male,27
2010,03,2010-03,79,79,female,33
2010,03,2010-03,79,79,male,30
2010,03,2010-03,80,80,female,39
2010,03,2010-03,80,80,male,36
2010,03,2010-03,81,81,female,33
2010,03,2010-03,81,81,male,45
2010,03,2010-03,82,82,female,45
2010,03,2010-03,82,82,male,45
2010,03,2010-03,83,83,female,39
2010,03,2010-03,83,83,male,30
2010,03,2010-03,84,84,female,39
2010,03,2010-03,84,84,male,27
2010,03,2010-03,85,85,female,48
2010,03,2010-03,85,85,male,45
2010,03,2010-03,86,86,female,39
2010,03,2010-03,86,86,male,30
2010,03,2010-03,87,87,female,45
2010,03,2010-03,87,87,male,30
2010,03,2010-03,88,88,female,36
2010,03,2010-03,88,88,male,33
2010,03,2010-03,89,89,female,48
2010,03,2010-03,89,89,male,36
2010,03,2010-03,90,90,female,42
2010,03,2010-03,90,90,male,21
2010,03,2010-03,91,91,female,39
2010,03,2010-03,91,91,male,24
2010,03,2010-03,92,92,female,36
2010,03,2010-03,92,92,male,18
2010,03,2010-03,93,93,female,33
2010,03,2010-03,93,93,male,9
2010,03,2010-03,94,94,female,21
2010,03,2010-03,94,94,male,15
2010,03,2010-03,95,95+,female,45
2010,03,2010-03,95,95+,male,24
2010,04,2010-04,0,0,female,9
2010,04,2010-04,0,0,male,18
2010,04,2010-04,1,1,female,0
2010,04,2010-04,2,2,female,0
2010,04,2010-04,2,2,male,0
2010,04,2010-04,8,8,male,0
2010,04,2010-04,14,14,male,0
2010,04,2010-04,15,15,female,0
2010,04,2010-04,15,15,male,0
2010,04,2010-04,16,16,female,6
2010,04,2010-04,16,16,male,0
2010,04,2010-04,17,17,female,0
2010,04,2010-04,17,17,male,6
2010,04,2010-04,18,18,male,0
2010,04,2010-04,19,19,female,0
2010,04,2010-04,19,19,male,6
2010,04,2010-04,20,20,male,0
2010,04,2010-04,21,21,female,0
2010,04,2010-04,21,21,male,9
2010,04,2010-04,22,22,female,0
2010,04,2010-04,22,22,male,6
2010,04,2010-04,23,23,female,6
2010,04,2010-04,23,23,male,6
2010,04,2010-04,24,24,female,0
2010,04,2010-04,25,25,male,0
2010,04,2010-04,27,27,female,6
2010,04,2010-04,28,28,male,6
2010,04,2010-04,29,29,male,0
2010,04,2010-04,30,30,female,0
2010,04,2010-04,30,30,male,0
2010,04,2010-04,31,31,male,6
2010,04,2010-04,32,32,female,6
2010,04,2010-04,32,32,male,0
2010,04,2010-04,33,33,male,0
2010,04,2010-04,34,34,female,6
2010,04,2010-04,34,34,male,0
2010,04,2010-04,35,35,male,0
2010,04,2010-04,36,36,female,6
2010,04,2010-04,36,36,male,0
2010,04,2010-04,37,37,female,6
2010,04,2010-04,37,37,male,6
2010,04,2010-04,38,38,female,6
2010,04,2010-04,38,38,male,12
2010,04,2010-04,39,39,female,0
2010,04,2010-04,39,39,male,6
2010,04,2010-04,40,40,female,6
2010,04,2010-04,40,40,male,0
2010,04,2010-04,41,41,female,6
2010,04,2010-04,41,41,male,6
2010,04,2010-04,42,42,female,0
2010,04,2010-04,42,42,male,6
2010,04,2010-04,43,43,female,0
2010,04,2010-04,43,43,male,6
2010,04,2010-04,44,44,male,6
2010,04,2010-04,45,45,female,6
2010,04,2010-04,45,45,male,6
2010,04,2010-04,46,46,female,6
2010,04,2010-04,46,46,male,6
2010,04,2010-04,47,47,female,0
2010,04,2010-04,47,47,male,6
2010,04,2010-04,48,48,female,0
2010,04,2010-04,48,48,male,6
2010,04,2010-04,49,49,female,9
2010,04,2010-04,49,49,male,6
2010,04,2010-04,50,50,female,9
2010,04,2010-04,50,50,male,12
2010,04,2010-04,51,51,female,6
2010,04,2010-04,51,51,male,6
2010,04,2010-04,52,52,female,6
2010,04,2010-04,52,52,male,6
2010,04,2010-04,53,53,female,6
2010,04,2010-04,53,53,male,12
2010,04,2010-04,54,54,female,9
2010,04,2010-04,54,54,male,9
2010,04,2010-04,55,55,female,9
2010,04,2010-04,55,55,male,6
2010,04,2010-04,56,56,female,9
2010,04,2010-04,56,56,male,12
2010,04,2010-04,57,57,female,9
2010,04,2010-04,57,57,male,12
2010,04,2010-04,58,58,female,6
2010,04,2010-04,58,58,male,9
2010,04,2010-04,59,59,female,9
2010,04,2010-04,59,59,male,9
2010,04,2010-04,60,60,female,15
2010,04,2010-04,60,60,male,9
2010,04,2010-04,61,61,female,6
2010,04,2010-04,61,61,male,15
2010,04,2010-04,62,62,female,15
2010,04,2010-04,62,62,male,15
2010,04,2010-04,63,63,female,9
2010,04,2010-04,63,63,male,12
2010,04,2010-04,64,64,female,12
2010,04,2010-04,64,64,male,18
2010,04,2010-04,65,65,female,12
2010,04,2010-04,65,65,male,18
2010,04,2010-04,66,66,female,12
2010,04,2010-04,66,66,male,9
2010,04,2010-04,67,67,female,15
2010,04,2010-04,67,67,male,9
2010,04,2010-04,68,68,female,15
2010,04,2010-04,68,68,male,21
2010,04,2010-04,69,69,female,9
2010,04,2010-04,69,69,male,21
2010,04,2010-04,70,70,female,18
2010,04,2010-04,70,70,male,15
2010,04,2010-04,71,71,female,15
2010,04,2010-04,71,71,male,18
2010,04,2010-04,72,72,female,18
2010,04,2010-04,72,72,male,21
2010,04,2010-04,73,73,female,24
2010,04,2010-04,73,73,male,24
2010,04,2010-04,74,74,female,21
2010,04,2010-04,74,74,male,27
2010,04,2010-04,75,75,female,24
2010,04,2010-04,75,75,male,30
2010,04,2010-04,76,76,female,24
2010,04,2010-04,76,76,male,39
2010,04,2010-04,77,77,female,27
2010,04,2010-04,77,77,male,27
2010,04,2010-04,78,78,female,24
2010,04,2010-04,78,78,male,24
2010,04,2010-04,79,79,female,30
2010,04,2010-04,79,79,male,48
2010,04,2010-04,80,80,female,18
2010,04,2010-04,80,80,male,42
2010,04,2010-04,81,81,female,36
2010,04,2010-04,81,81,male,42
2010,04,2010-04,82,82,female,39
2010,04,2010-04,82,82,male,45
2010,04,2010-04,83,83,female,33
2010,04,2010-04,83,83,male,30
2010,04,2010-04,84,84,female,36
2010,04,2010-04,84,84,male,48
2010,04,2010-04,85,85,female,45
2010,04,2010-04,85,85,male,36
2010,04,2010-04,86,86,female,45
2010,04,2010-04,86,86,male,39
2010,04,2010-04,87,87,female,33
2010,04,2010-04,87,87,male,39
2010,04,2010-04,88,88,female,54
2010,04,2010-04,88,88,male,30
2010,04,2010-04,89,89,female,57
2010,04,2010-04,89,89,male,27
2010,04,2010-04,90,90,female,36
2010,04,2010-04,90,90,male,27
2010,04,2010-04,91,91,female,33
2010,04,2010-04,91,91,male,15
2010,04,2010-04,92,92,female,24
2010,04,2010-04,92,92,male,21
2010,04,2010-04,93,93,female,21
2010,04,2010-04,93,93,male,15
2010,04,2010-04,94,94,female,27
2010,04,2010-04,94,94,male,6
2010,04,2010-04,95,95+,female,84
2010,04,2010-04,95,95+,male,36
2010,05,2010-05,0,0,female,12
2010,05,2010-05,0,0,male,15
2010,05,2010-05,3,3,female,0
2010,05,2010-05,4,4,male,0
2010,05,2010-05,6,6,male,0
2010,05,2010-05,8,8,male,0
2010,05,2010-05,10,10,male,0
2010,05,2010-05,11,11,female,0
2010,05,2010-05,11,11,male,0
2010,05,2010-05,13,13,female,0
2010,05,2010-05,15,15,female,0
2010,05,2010-05,15,15,male,0
2010,05,2010-05,16,16,male,0
2010,05,2010-05,17,17,female,0
2010,05,2010-05,17,17,male,6
2010,05,2010-05,18,18,female,6
2010,05,2010-05,18,18,male,6
2010,05,2010-05,19,19,female,6
2010,05,2010-05,19,19,male,6
2010,05,2010-05,20,20,female,0
2010,05,2010-05,20,20,male,0
2010,05,2010-05,21,21,female,0
2010,05,2010-05,21,21,male,0
2010,05,2010-05,22,22,female,6
2010,05,2010-05,22,22,male,0
2010,05,2010-05,23,23,male,6
2010,05,2010-05,24,24,female,0
2010,05,2010-05,25,25,male,6
2010,05,2010-05,26,26,male,0
2010,05,2010-05,27,27,male,0
2010,05,2010-05,29,29,female,6
2010,05,2010-05,29,29,male,0
2010,05,2010-05,30,30,male,0
2010,05,2010-05,31,31,female,0
2010,05,2010-05,31,31,male,0
2010,05,2010-05,32,32,female,0
2010,05,2010-05,32,32,male,6
2010,05,2010-05,33,33,female,6
2010,05,2010-05,33,33,male,6
2010,05,2010-05,34,34,female,0
2010,05,2010-05,34,34,male,0
2010,05,2010-05,35,35,male,0
2010,05,2010-05,36,36,female,6
2010,05,2010-05,36,36,male,0
2010,05,2010-05,37,37,female,0
2010,05,2010-05,37,37,male,6
2010,05,2010-05,38,38,female,6
2010,05,2010-05,38,38,male,6
2010,05,2010-05,39,39,female,0
2010,05,2010-05,39,39,male,6
2010,05,2010-05,40,40,female,6
2010,05,2010-05,40,40,male,0
2010,05,2010-05,41,41,female,6
2010,05,2010-05,41,41,male,6
2010,05,2010-05,42,42,female,0
2010,05,2010-05,42,42,male,0
2010,05,2010-05,43,43,female,0
2010,05,2010-05,43,43,male,6
2010,05,2010-05,44,44,female,6
2010,05,2010-05,44,44,male,6
2010,05,2010-05,45,45,female,6
2010,05,2010-05,45,45,male,6
2010,05,2010-05,46,46,female,6
2010,05,2010-05,46,46,male,6
2010,05,2010-05,47,47,female,6
2010,05,2010-05,47,47,male,9
2010,05,2010-05,48,48,female,6
2010,05,2010-05,48,48,male,15
2010,05,2010-05,49,49,female,9
2010,05,2010-05,49,49,male,9
2010,05,2010-05,50,50,female,9
2010,05,2010-05,50,50,male,12
2010,05,2010-05,51,51,female,0
2010,05,2010-05,51,51,male,6
2010,05,2010-05,52,52,female,0
2010,05,2010-05,52,52,male,9
2010,05,2010-05,53,53,female,6
2010,05,2010-05,53,53,male,9
2010,05,2010-05,54,54,female,6
2010,05,2010-05,54,54,male,9
2010,05,2010-05,55,55,female,9
2010,05,2010-05,55,55,male,15
2010,05,2010-05,56,56,female,9
2010,05,2010-05,56,56,male,12
2010,05,2010-05,57,57,female,6
2010,05,2010-05,57,57,male,6
2010,05,2010-05,58,58,female,6
2010,05,2010-05,58,58,male,9
2010,05,2010-05,59,59,female,15
2010,05,2010-05,59,59,male,6
2010,05,2010-05,60,60,female,9
2010,05,2010-05,60,60,male,12
2010,05,2010-05,61,61,female,15
2010,05,2010-05,61,61,male,15
2010,05,2010-05,62,62,female,12
2010,05,2010-05,62,62,male,18
2010,05,2010-05,63,63,female,9
2010,05,2010-05,63,63,male,15
2010,05,2010-05,64,64,female,9
2010,05,2010-05,64,64,male,21
2010,05,2010-05,65,65,female,15
2010,05,2010-05,65,65,male,21
2010,05,2010-05,66,66,female,12
2010,05,2010-05,66,66,male,21
2010,05,2010-05,67,67,female,18
2010,05,2010-05,67,67,male,15
2010,05,2010-05,68,68,female,27
2010,05,2010-05,68,68,male,21
2010,05,2010-05,69,69,female,18
2010,05,2010-05,69,69,male,24
2010,05,2010-05,70,70,female,18
2010,05,2010-05,70,70,male,15
2010,05,2010-05,71,71,female,18
2010,05,2010-05,71,71,male,30
2010,05,2010-05,72,72,female,18
2010,05,2010-05,72,72,male,30
2010,05,2010-05,73,73,female,15
2010,05,2010-05,73,73,male,27
2010,05,2010-05,74,74,female,24
2010,05,2010-05,74,74,male,30
2010,05,2010-05,75,75,female,18
2010,05,2010-05,75,75,male,24
2010,05,2010-05,76,76,female,21
2010,05,2010-05,76,76,male,33
2010,05,2010-05,77,77,female,42
2010,05,2010-05,77,77,male,30
2010,05,2010-05,78,78,female,24
2010,05,2010-05,78,78,male,30
2010,05,2010-05,79,79,female,30
2010,05,2010-05,79,79,male,30
2010,05,2010-05,80,80,female,30
2010,05,2010-05,80,80,male,36
2010,05,2010-05,81,81,female,30
2010,05,2010-05,81,81,male,45
2010,05,2010-05,82,82,female,33
2010,05,2010-05,82,82,male,57
2010,05,2010-05,83,83,female,48
2010,05,2010-05,83,83,male,45
2010,05,2010-05,84,84,female,42
2010,05,2010-05,84,84,male,39
2010,05,2010-05,85,85,female,45
2010,05,2010-05,85,85,male,42
2010,05,2010-05,86,86,female,42
2010,05,2010-05,86,86,male,30
2010,05,2010-05,87,87,female,39
2010,05,2010-05,87,87,male,42
