death_date,death_weekday,death_week_ending,age_elderly,deaths,deaths_per_100k,deaths_mean7,deaths_per_100k_mean7
2024-08-02,Friday,2024-08-04,60-69,0,0,0.1429,0.0254
2024-08-02,Friday,2024-08-04,70-79,0,0,0,0
2024-08-02,Friday,2024-08-04,80+,0,0,1.8571,0.945
2024-08-01,Thursday,2024-08-04,<60,0,0,0,0
2024-08-01,Thursday,2024-08-04,60-69,0,0,0.1429,0.0254
2024-08-01,Thursday,2024-08-04,70-79,0,0,0.1429,0.038
2024-08-01,Thursday,2024-08-04,80+,5,2.5442,2,1.0177
2024-07-31,Wednesday,2024-08-04,<60,0,0,0,0
2024-07-31,Wednesday,2024-08-04,60-69,0,0,0.1429,0.0254
2024-07-31,Wednesday,2024-08-04,70-79,0,0,0.4286,0.1139
2024-07-31,Wednesday,2024-08-04,80+,1,0.5088,1.2857,0.6542
2024-07-30,Tuesday,2024-08-04,<60,0,0,0,0
2024-07-30,Tuesday,2024-08-04,60-69,1,0.1781,0.1429,0.0254
2024-07-30,Tuesday,2024-08-04,70-79,0,0,0.4286,0.1139
2024-07-30,Tuesday,2024-08-04,80+,4,2.0354,1.4286,0.7269
2024-07-29,Monday,2024-08-04,<60,0,0,0,0
2024-07-29,Monday,2024-08-04,60-69,0,0,0,0
2024-07-29,Monday,2024-08-04,70-79,0,0,0.7143,0.1899
2024-07-29,Monday,2024-08-04,80+,1,0.5088,1.4286,0.7269
2024-07-28,Sunday,2024-07-28,<60,0,0,0,0
2024-07-28,Sunday,2024-07-28,60-69,0,0,0,0
2024-07-28,Sunday,2024-07-28,70-79,0,0,0.7143,0.1899
2024-07-28,Sunday,2024-07-28,80+,1,0.5088,1.4286,0.7269
2024-07-27,Saturday,2024-07-28,<60,0,0,0,0
2024-07-27,Saturday,2024-07-28,60-69,0,0,0,0
2024-07-27,Saturday,2024-07-28,70-79,0,0,0.7143,0.1899
2024-07-27,Saturday,2024-07-28,80+,1,0.5088,1.4286,0.7269
2024-07-26,Friday,2024-07-28,<60,0,0,0,0
2024-07-26,Friday,2024-07-28,60-69,0,0,0,0
2024-07-26,Friday,2024-07-28,70-79,1,0.2659,1,0.2659
2024-07-26,Friday,2024-07-28,80+,1,0.5088,2.4286,1.2358
2024-07-25,Thursday,2024-07-28,<60,0,0,0,0
2024-07-25,Thursday,2024-07-28,60-69,0,0,0,0
2024-07-25,Thursday,2024-07-28,70-79,2,0.5317,0.8571,0.2279
2024-07-25,Thursday,2024-07-28,80+,0,0,2.7143,1.3812
2024-07-24,Wednesday,2024-07-28,<60,0,0,0,0
2024-07-24,Wednesday,2024-07-28,60-69,0,0,0,0
2024-07-24,Wednesday,2024-07-28,70-79,0,0,0.5714,0.1519
2024-07-24,Wednesday,2024-07-28,80+,2,1.0177,3,1.5265
2024-07-23,Tuesday,2024-07-28,<60,0,0,0,0
2024-07-23,Tuesday,2024-07-28,60-69,0,0,0,0
2024-07-23,Tuesday,2024-07-28,70-79,2,0.5317,0.7143,0.1899
2024-07-23,Tuesday,2024-07-28,80+,4,2.0354,3,1.5265
2024-07-22,Monday,2024-07-28,<60,0,0,0,0
2024-07-22,Monday,2024-07-28,60-69,0,0,0,0
2024-07-22,Monday,2024-07-28,70-79,0,0,0.4286,0.1139
2024-07-22,Monday,2024-07-28,80+,1,0.5088,2.4286,1.2358
2024-07-21,Sunday,2024-07-21,<60,0,0,0,0
2024-07-21,Sunday,2024-07-21,60-69,0,0,0,0
2024-07-21,Sunday,2024-07-21,70-79,0,0,0.5714,0.1519
2024-07-21,Sunday,2024-07-21,80+,1,0.5088,2.4286,1.2358
2024-07-20,Saturday,2024-07-21,<60,0,0,0,0
2024-07-20,Saturday,2024-07-21,60-69,0,0,0,0
2024-07-20,Saturday,2024-07-21,70-79,2,0.5317,0.7143,0.1899
2024-07-20,Saturday,2024-07-21,80+,8,4.0708,2.2857,1.1631
2024-07-19,Friday,2024-07-21,<60,0,0,0,0
2024-07-19,Friday,2024-07-21,60-69,0,0,0,0
2024-07-19,Friday,2024-07-21,70-79,0,0,0.7143,0.1899
2024-07-19,Friday,2024-07-21,80+,3,1.5265,1.5714,0.7996
2024-07-18,Thursday,2024-07-21,<60,0,0,0,0
2024-07-18,Thursday,2024-07-21,60-69,0,0,0,0
2024-07-18,Thursday,2024-07-21,70-79,0,0,0.7143,0.1899
2024-07-18,Thursday,2024-07-21,80+,2,1.0177,1.4286,0.7269
2024-07-17,Wednesday,2024-07-21,<60,0,0,0,0
2024-07-17,Wednesday,2024-07-21,60-69,0,0,0,0
2024-07-17,Wednesday,2024-07-21,70-79,1,0.2659,0.7143,0.1899
2024-07-17,Wednesday,2024-07-21,80+,2,1.0177,1.5714,0.7996
2024-07-16,Tuesday,2024-07-21,<60,0,0,0,0
2024-07-16,Tuesday,2024-07-21,60-69,0,0,0,0
2024-07-16,Tuesday,2024-07-21,70-79,0,0,0.5714,0.1519
2024-07-16,Tuesday,2024-07-21,80+,0,0,1.2857,0.6542
2024-07-15,Monday,2024-07-21,<60,0,0,0,0
2024-07-15,Monday,2024-07-21,60-69,0,0,0,0
2024-07-15,Monday,2024-07-21,70-79,1,0.2659,0.5714,0.1519
2024-07-15,Monday,2024-07-21,80+,1,0.5088,1.4286,0.7269
2024-07-14,Sunday,2024-07-14,<60,0,0,0,0
2024-07-14,Sunday,2024-07-14,60-69,0,0,0,0
2024-07-14,Sunday,2024-07-14,70-79,1,0.2659,0.5714,0.1519
2024-07-14,Sunday,2024-07-14,80+,0,0,1.4286,0.7269
2024-07-13,Saturday,2024-07-14,<60,0,0,0,0
2024-07-13,Saturday,2024-07-14,60-69,0,0,0,0
2024-07-13,Saturday,2024-07-14,70-79,2,0.5317,0.7143,0.1899
2024-07-13,Saturday,2024-07-14,80+,3,1.5265,1.5714,0.7996
2024-07-12,Friday,2024-07-14,<60,0,0,0,0
2024-07-12,Friday,2024-07-14,60-69,0,0,0,0
2024-07-12,Friday,2024-07-14,70-79,0,0,0.5714,0.1519
2024-07-12,Friday,2024-07-14,80+,2,1.0177,2,1.0177
2024-07-11,Thursday,2024-07-14,<60,0,0,0,0
2024-07-11,Thursday,2024-07-14,60-69,0,0,0,0
2024-07-11,Thursday,2024-07-14,70-79,0,0,0.7143,0.1899
2024-07-11,Thursday,2024-07-14,80+,3,1.5265,2.2857,1.1631
2024-07-10,Wednesday,2024-07-14,<60,0,0,0,0
2024-07-10,Wednesday,2024-07-14,60-69,0,0,0.1429,0.0254
2024-07-10,Wednesday,2024-07-14,70-79,0,0,0.8571,0.2279
2024-07-10,Wednesday,2024-07-14,80+,0,0,2.5714,1.3085
2024-07-09,Tuesday,2024-07-14,<60,0,0,0,0
2024-07-09,Tuesday,2024-07-14,60-69,0,0,0.2857,0.0509
2024-07-09,Tuesday,2024-07-14,70-79,0,0,1,0.2659
2024-07-09,Tuesday,2024-07-14,80+,1,0.5088,2.8571,1.4538
2024-07-08,Monday,2024-07-14,<60,0,0,0,0
2024-07-08,Monday,2024-07-14,60-69,0,0,0.2857,0.0509
2024-07-08,Monday,2024-07-14,70-79,1,0.2659,1.2857,0.3418
2024-07-08,Monday,2024-07-14,80+,1,0.5088,3.2857,1.6719
2024-07-07,Sunday,2024-07-07,<60,0,0,0,0
2024-07-07,Sunday,2024-07-07,60-69,0,0,0.4286,0.0763
2024-07-07,Sunday,2024-07-07,70-79,2,0.5317,1.1429,0.3039
2024-07-07,Sunday,2024-07-07,80+,1,0.5088,3.2857,1.6719
2024-07-06,Saturday,2024-07-07,<60,0,0,0,0
2024-07-06,Saturday,2024-07-07,60-69,0,0,0.5714,0.1018
2024-07-06,Saturday,2024-07-07,70-79,1,0.2659,1,0.2659
2024-07-06,Saturday,2024-07-07,80+,6,3.0531,3.5714,1.8173
2024-07-05,Friday,2024-07-07,<60,0,0,0,0
2024-07-05,Friday,2024-07-07,60-69,0,0,0.7143,0.1272
2024-07-05,Friday,2024-07-07,70-79,1,0.2659,0.8571,0.2279
2024-07-05,Friday,2024-07-07,80+,4,2.0354,3.1429,1.5992
2024-07-04,Thursday,2024-07-07,<60,0,0,0,0
2024-07-04,Thursday,2024-07-07,60-69,1,0.1781,0.8571,0.1526
2024-07-04,Thursday,2024-07-07,70-79,1,0.2659,0.7143,0.1899
2024-07-04,Thursday,2024-07-07,80+,5,2.5442,2.8571,1.4538
2024-07-03,Wednesday,2024-07-07,<60,0,0,0,0
2024-07-03,Wednesday,2024-07-07,60-69,1,0.1781,0.7143,0.1272
2024-07-03,Wednesday,2024-07-07,70-79,1,0.2659,0.5714,0.1519
2024-07-03,Wednesday,2024-07-07,80+,2,1.0177,2.2857,1.1631
2024-07-02,Tuesday,2024-07-07,<60,0,0,0,0
2024-07-02,Tuesday,2024-07-07,60-69,0,0,0.5714,0.1018
2024-07-02,Tuesday,2024-07-07,70-79,2,0.5317,0.4286,0.1139
2024-07-02,Tuesday,2024-07-07,80+,4,2.0354,2.4286,1.2358
2024-07-01,Monday,2024-07-07,<60,0,0,0,0
2024-07-01,Monday,2024-07-07,60-69,1,0.1781,0.5714,0.1018
2024-07-01,Monday,2024-07-07,70-79,0,0,0.1429,0.038
2024-07-01,Monday,2024-07-07,80+,1,0.5088,2,1.0177
2024-06-30,Sunday,2024-06-30,<60,0,0,0,0
2024-06-30,Sunday,2024-06-30,60-69,1,0.1781,0.5714,0.1018
2024-06-30,Sunday,2024-06-30,70-79,1,0.2659,0.2857,0.076
2024-06-30,Sunday,2024-06-30,80+,3,1.5265,2.2857,1.1631
2024-06-29,Saturday,2024-06-30,<60,0,0,0,0
2024-06-29,Saturday,2024-06-30,60-69,1,0.1781,0.4286,0.0763
2024-06-29,Saturday,2024-06-30,70-79,0,0,0.2857,0.076
2024-06-29,Saturday,2024-06-30,80+,3,1.5265,2.2857,1.1631
2024-06-28,Friday,2024-06-30,<60,0,0,0,0
2024-06-28,Friday,2024-06-30,60-69,1,0.1781,0.2857,0.0509
2024-06-28,Friday,2024-06-30,70-79,0,0,0.4286,0.1139
2024-06-28,Friday,2024-06-30,80+,2,1.0177,2.5714,1.3085
2024-06-27,Thursday,2024-06-30,<60,0,0,0,0
2024-06-27,Thursday,2024-06-30,60-69,0,0,0.1429,0.0254
2024-06-27,Thursday,2024-06-30,70-79,0,0,0.4286,0.1139
2024-06-27,Thursday,2024-06-30,80+,1,0.5088,2.7143,1.3812
2024-06-26,Wednesday,2024-06-30,<60,0,0,0,0
2024-06-26,Wednesday,2024-06-30,60-69,0,0,0.2857,0.0509
2024-06-26,Wednesday,2024-06-30,70-79,0,0,0.4286,0.1139
2024-06-26,Wednesday,2024-06-30,80+,3,1.5265,2.7143,1.3812
2024-06-25,Tuesday,2024-06-30,<60,0,0,0.1429,0.0038
2024-06-25,Tuesday,2024-06-30,60-69,0,0,0.4286,0.0763
2024-06-25,Tuesday,2024-06-30,70-79,0,0,0.4286,0.1139
2024-06-25,Tuesday,2024-06-30,80+,1,0.5088,2.8571,1.4538
2024-06-24,Monday,2024-06-30,<60,0,0,0.2857,0.0076
2024-06-24,Monday,2024-06-30,60-69,1,0.1781,0.4286,0.0763
2024-06-24,Monday,2024-06-30,70-79,1,0.2659,0.8571,0.2279
2024-06-24,Monday,2024-06-30,80+,3,1.5265,3,1.5265
2024-06-23,Sunday,2024-06-23,<60,0,0,0.2857,0.0076
2024-06-23,Sunday,2024-06-23,60-69,0,0,0.2857,0.0509
2024-06-23,Sunday,2024-06-23,70-79,1,0.2659,0.7143,0.1899
2024-06-23,Sunday,2024-06-23,80+,3,1.5265,3,1.5265
2024-06-22,Saturday,2024-06-23,<60,0,0,0.2857,0.0076
2024-06-22,Saturday,2024-06-23,60-69,0,0,0.2857,0.0509
2024-06-22,Saturday,2024-06-23,70-79,1,0.2659,0.7143,0.1899
2024-06-22,Saturday,2024-06-23,80+,5,2.5442,2.7143,1.3812
2024-06-21,Friday,2024-06-23,<60,0,0,0.4286,0.0113
2024-06-21,Friday,2024-06-23,60-69,0,0,0.2857,0.0509
2024-06-21,Friday,2024-06-23,70-79,0,0,0.8571,0.2279
2024-06-21,Friday,2024-06-23,80+,3,1.5265,2.7143,1.3812
2024-06-20,Thursday,2024-06-23,<60,0,0,0.4286,0.0113
2024-06-20,Thursday,2024-06-23,60-69,1,0.1781,0.2857,0.0509
2024-06-20,Thursday,2024-06-23,70-79,0,0,1.1429,0.3039
2024-06-20,Thursday,2024-06-23,80+,1,0.5088,2.4286,1.2358
2024-06-19,Wednesday,2024-06-23,<60,1,0.0265,0.4286,0.0113
2024-06-19,Wednesday,2024-06-23,60-69,1,0.1781,0.1429,0.0254
2024-06-19,Wednesday,2024-06-23,70-79,0,0,1.1429,0.3039
2024-06-19,Wednesday,2024-06-23,80+,4,2.0354,2.7143,1.3812
2024-06-18,Tuesday,2024-06-23,<60,1,0.0265,0.2857,0.0076
2024-06-18,Tuesday,2024-06-23,60-69,0,0,0.1429,0.0254
2024-06-18,Tuesday,2024-06-23,70-79,3,0.7976,1.4286,0.3798
2024-06-18,Tuesday,2024-06-23,80+,2,1.0177,2.4286,1.2358
2024-06-17,Monday,2024-06-23,<60,0,0,0.1429,0.0038
2024-06-17,Monday,2024-06-23,60-69,0,0,0.1429,0.0254
2024-06-17,Monday,2024-06-23,70-79,0,0,1.1429,0.3039
2024-06-17,Monday,2024-06-23,80+,3,1.5265,3,1.5265
2024-06-16,Sunday,2024-06-16,<60,0,0,0.1429,0.0038
2024-06-16,Sunday,2024-06-16,60-69,0,0,0.1429,0.0254
2024-06-16,Sunday,2024-06-16,70-79,1,0.2659,1.2857,0.3418
2024-06-16,Sunday,2024-06-16,80+,1,0.5088,2.7143,1.3812
2024-06-15,Saturday,2024-06-16,<60,1,0.0265,0.1429,0.0038
2024-06-15,Saturday,2024-06-16,60-69,0,0,0.1429,0.0254
2024-06-15,Saturday,2024-06-16,70-79,2,0.5317,1.4286,0.3798
2024-06-15,Saturday,2024-06-16,80+,5,2.5442,2.7143,1.3812
2024-06-14,Friday,2024-06-16,<60,0,0,0,0
2024-06-14,Friday,2024-06-16,60-69,0,0,0.1429,0.0254
2024-06-14,Friday,2024-06-16,70-79,2,0.5317,1.1429,0.3039
2024-06-14,Friday,2024-06-16,80+,1,0.5088,2.7143,1.3812
2024-06-13,Thursday,2024-06-16,<60,0,0,0,0
2024-06-13,Thursday,2024-06-16,60-69,0,0,0.2857,0.0509
2024-06-13,Thursday,2024-06-16,70-79,0,0,1,0.2659
2024-06-13,Thursday,2024-06-16,80+,3,1.5265,2.8571,1.4538
2024-06-12,Wednesday,2024-06-16,<60,0,0,0,0
2024-06-12,Wednesday,2024-06-16,60-69,1,0.1781,0.2857,0.0509
2024-06-12,Wednesday,2024-06-16,70-79,2,0.5317,1.1429,0.3039
2024-06-12,Wednesday,2024-06-16,80+,2,1.0177,2.8571,1.4538
2024-06-11,Tuesday,2024-06-16,<60,0,0,0,0
2024-06-11,Tuesday,2024-06-16,60-69,0,0,0.1429,0.0254
2024-06-11,Tuesday,2024-06-16,70-79,1,0.2659,0.8571,0.2279
2024-06-11,Tuesday,2024-06-16,80+,6,3.0531,2.5714,1.3085
2024-06-10,Monday,2024-06-16,<60,0,0,0,0
2024-06-10,Monday,2024-06-16,60-69,0,0,0.2857,0.0509
2024-06-10,Monday,2024-06-16,70-79,1,0.2659,0.7143,0.1899
2024-06-10,Monday,2024-06-16,80+,1,0.5088,1.7143,0.8723
2024-06-09,Sunday,2024-06-09,<60,0,0,0,0
2024-06-09,Sunday,2024-06-09,60-69,0,0,0.4286,0.0763
2024-06-09,Sunday,2024-06-09,70-79,2,0.5317,0.5714,0.1519
2024-06-09,Sunday,2024-06-09,80+,1,0.5088,2.1429,1.0904
2024-06-08,Saturday,2024-06-09,<60,0,0,0.1429,0.0038
2024-06-08,Saturday,2024-06-09,60-69,0,0,0.4286,0.0763
2024-06-08,Saturday,2024-06-09,70-79,0,0,0.2857,0.076
2024-06-08,Saturday,2024-06-09,80+,5,2.5442,2,1.0177
2024-06-07,Friday,2024-06-09,<60,0,0,0.1429,0.0038
2024-06-07,Friday,2024-06-09,60-69,1,0.1781,0.5714,0.1018
2024-06-07,Friday,2024-06-09,70-79,1,0.2659,0.2857,0.076
2024-06-07,Friday,2024-06-09,80+,2,1.0177,1.8571,0.945
2024-06-06,Thursday,2024-06-09,<60,0,0,0.1429,0.0038
2024-06-06,Thursday,2024-06-09,60-69,0,0,0.5714,0.1018
2024-06-06,Thursday,2024-06-09,70-79,1,0.2659,0.5714,0.1519
2024-06-06,Thursday,2024-06-09,80+,3,1.5265,2.2857,1.1631
2024-06-05,Wednesday,2024-06-09,<60,0,0,0.1429,0.0038
2024-06-05,Wednesday,2024-06-09,60-69,0,0,0.5714,0.1018
2024-06-05,Wednesday,2024-06-09,70-79,0,0,0.4286,0.1139
2024-06-05,Wednesday,2024-06-09,80+,0,0,2.1429,1.0904
2024-06-04,Tuesday,2024-06-09,<60,0,0,0.1429,0.0038
2024-06-04,Tuesday,2024-06-09,60-69,1,0.1781,0.5714,0.1018
2024-06-04,Tuesday,2024-06-09,70-79,0,0,0.5714,0.1519
2024-06-04,Tuesday,2024-06-09,80+,0,0,2.5714,1.3085
2024-06-03,Monday,2024-06-09,<60,0,0,0.1429,0.0038
2024-06-03,Monday,2024-06-09,60-69,1,0.1781,0.4286,0.0763
2024-06-03,Monday,2024-06-09,70-79,0,0,0.5714,0.1519
2024-06-03,Monday,2024-06-09,80+,4,2.0354,2.7143,1.3812
2024-06-02,Sunday,2024-06-02,<60,1,0.0265,0.1429,0.0038
2024-06-02,Sunday,2024-06-02,60-69,0,0,0.2857,0.0509
2024-06-02,Sunday,2024-06-02,70-79,0,0,0.5714,0.1519
2024-06-02,Sunday,2024-06-02,80+,0,0,2.4286,1.2358
2024-06-01,Saturday,2024-06-02,<60,0,0,0,0
2024-06-01,Saturday,2024-06-02,60-69,1,0.1781,0.2857,0.0509
2024-06-01,Saturday,2024-06-02,70-79,0,0,0.5714,0.1519
2024-06-01,Saturday,2024-06-02,80+,4,2.0354,2.7143,1.3812
2024-05-31,Friday,2024-06-02,<60,0,0,0,0
2024-05-31,Friday,2024-06-02,60-69,1,0.1781,0.1429,0.0254
2024-05-31,Friday,2024-06-02,70-79,3,0.7976,0.7143,0.1899
2024-05-31,Friday,2024-06-02,80+,5,2.5442,2.1429,1.0904
2024-05-30,Thursday,2024-06-02,<60,0,0,0.1429,0.0038
2024-05-30,Thursday,2024-06-02,60-69,0,0,0.1429,0.0254
2024-05-30,Thursday,2024-06-02,70-79,0,0,0.2857,0.076
2024-05-30,Thursday,2024-06-02,80+,2,1.0177,1.7143,0.8723
2024-05-29,Wednesday,2024-06-02,<60,0,0,0.1429,0.0038
2024-05-29,Wednesday,2024-06-02,60-69,0,0,0.2857,0.0509
2024-05-29,Wednesday,2024-06-02,70-79,1,0.2659,0.5714,0.1519
2024-05-29,Wednesday,2024-06-02,80+,3,1.5265,1.8571,0.945
2024-05-28,Tuesday,2024-06-02,<60,0,0,0.2857,0.0076
2024-05-28,Tuesday,2024-06-02,60-69,0,0,0.2857,0.0509
2024-05-28,Tuesday,2024-06-02,70-79,0,0,0.7143,0.1899
2024-05-28,Tuesday,2024-06-02,80+,1,0.5088,1.7143,0.8723
2024-05-27,Monday,2024-06-02,<60,0,0,0.2857,0.0076
2024-05-27,Monday,2024-06-02,60-69,0,0,0.2857,0.0509
2024-05-27,Monday,2024-06-02,70-79,0,0,0.7143,0.1899
2024-05-27,Monday,2024-06-02,80+,2,1.0177,1.5714,0.7996
2024-05-26,Sunday,2024-05-26,<60,0,0,0.2857,0.0076
2024-05-26,Sunday,2024-05-26,60-69,0,0,0.2857,0.0509
2024-05-26,Sunday,2024-05-26,70-79,0,0,0.7143,0.1899
2024-05-26,Sunday,2024-05-26,80+,2,1.0177,2.1429,1.0904
2024-05-25,Saturday,2024-05-26,<60,0,0,0.2857,0.0076
2024-05-25,Saturday,2024-05-26,60-69,0,0,0.2857,0.0509
2024-05-25,Saturday,2024-05-26,70-79,1,0.2659,0.7143,0.1899
2024-05-25,Saturday,2024-05-26,80+,0,0,2.1429,1.0904
2024-05-24,Friday,2024-05-26,<60,1,0.0265,0.2857,0.0076
2024-05-24,Friday,2024-05-26,60-69,1,0.1781,0.2857,0.0509
2024-05-24,Friday,2024-05-26,70-79,0,0,0.5714,0.1519
2024-05-24,Friday,2024-05-26,80+,2,1.0177,2.1429,1.0904
2024-05-23,Thursday,2024-05-26,<60,0,0,0.1429,0.0038
2024-05-23,Thursday,2024-05-26,60-69,1,0.1781,0.1429,0.0254
2024-05-23,Thursday,2024-05-26,70-79,2,0.5317,0.5714,0.1519
2024-05-23,Thursday,2024-05-26,80+,3,1.5265,2,1.0177
2024-05-22,Wednesday,2024-05-26,<60,1,0.0265,0.1429,0.0038
2024-05-22,Wednesday,2024-05-26,60-69,0,0,0.1429,0.0254
2024-05-22,Wednesday,2024-05-26,70-79,2,0.5317,0.4286,0.1139
2024-05-22,Wednesday,2024-05-26,80+,2,1.0177,1.5714,0.7996
2024-05-21,Tuesday,2024-05-26,<60,0,0,0,0
2024-05-21,Tuesday,2024-05-26,60-69,0,0,0.1429,0.0254
2024-05-21,Tuesday,2024-05-26,70-79,0,0,0.2857,0.076
2024-05-21,Tuesday,2024-05-26,80+,0,0,1.5714,0.7996
2024-05-20,Monday,2024-05-26,<60,0,0,0,0
2024-05-20,Monday,2024-05-26,60-69,0,0,0.1429,0.0254
2024-05-20,Monday,2024-05-26,70-79,0,0,0.2857,0.076
2024-05-20,Monday,2024-05-26,80+,6,3.0531,1.8571,0.945
2024-05-19,Sunday,2024-05-19,<60,0,0,0,0
2024-05-19,Sunday,2024-05-19,60-69,0,0,0.1429,0.0254
2024-05-19,Sunday,2024-05-19,70-79,0,0,0.2857,0.076
2024-05-19,Sunday,2024-05-19,80+,2,1.0177,1,0.5088
2024-05-18,Saturday,2024-05-19,<60,0,0,0,0
2024-05-18,Saturday,2024-05-19,60-69,0,0,0.2857,0.0509
2024-05-18,Saturday,2024-05-19,70-79,0,0,0.2857,0.076
2024-05-18,Saturday,2024-05-19,80+,0,0,1,0.5088
2024-05-17,Friday,2024-05-19,<60,0,0,0,0
2024-05-17,Friday,2024-05-19,60-69,0,0,0.2857,0.0509
2024-05-17,Friday,2024-05-19,70-79,0,0,0.4286,0.1139
2024-05-17,Friday,2024-05-19,80+,1,0.5088,1.1429,0.5815
2024-05-16,Thursday,2024-05-19,<60,0,0,0,0
2024-05-16,Thursday,2024-05-19,60-69,1,0.1781,0.2857,0.0509
2024-05-16,Thursday,2024-05-19,70-79,1,0.2659,0.4286,0.1139
2024-05-16,Thursday,2024-05-19,80+,0,0,1,0.5088
2024-05-15,Wednesday,2024-05-19,<60,0,0,0,0
2024-05-15,Wednesday,2024-05-19,60-69,0,0,0.1429,0.0254
2024-05-15,Wednesday,2024-05-19,70-79,1,0.2659,0.2857,0.076
2024-05-15,Wednesday,2024-05-19,80+,2,1.0177,1.1429,0.5815
2024-05-14,Tuesday,2024-05-19,<60,0,0,0,0
2024-05-14,Tuesday,2024-05-19,60-69,0,0,0.1429,0.0254
2024-05-14,Tuesday,2024-05-19,70-79,0,0,0.2857,0.076
2024-05-14,Tuesday,2024-05-19,80+,2,1.0177,0.8571,0.4362
2024-05-13,Monday,2024-05-19,<60,0,0,0,0
2024-05-13,Monday,2024-05-19,60-69,0,0,0.1429,0.0254
2024-05-13,Monday,2024-05-19,70-79,0,0,0.2857,0.076
2024-05-13,Monday,2024-05-19,80+,0,0,0.5714,0.2908
2024-05-12,Sunday,2024-05-12,<60,0,0,0,0
2024-05-12,Sunday,2024-05-12,60-69,1,0.1781,0.1429,0.0254
2024-05-12,Sunday,2024-05-12,70-79,0,0,0.4286,0.1139
2024-05-12,Sunday,2024-05-12,80+,2,1.0177,0.7143,0.3635
2024-05-11,Saturday,2024-05-12,<60,0,0,0,0
2024-05-11,Saturday,2024-05-12,60-69,0,0,0,0
2024-05-11,Saturday,2024-05-12,70-79,1,0.2659,0.5714,0.1519
2024-05-11,Saturday,2024-05-12,80+,1,0.5088,0.5714,0.2908
2024-05-10,Friday,2024-05-12,<60,0,0,0,0
2024-05-10,Friday,2024-05-12,60-69,0,0,0.2857,0.0509
2024-05-10,Friday,2024-05-12,70-79,0,0,0.4286,0.1139
2024-05-10,Friday,2024-05-12,80+,0,0,0.4286,0.2181
2024-05-09,Thursday,2024-05-12,<60,0,0,0,0
2024-05-09,Thursday,2024-05-12,60-69,0,0,0.4286,0.0763
2024-05-09,Thursday,2024-05-12,70-79,0,0,0.5714,0.1519
2024-05-09,Thursday,2024-05-12,80+,1,0.5088,0.7143,0.3635
2024-05-08,Wednesday,2024-05-12,<60,0,0,0,0
2024-05-08,Wednesday,2024-05-12,60-69,0,0,0.4286,0.0763
2024-05-08,Wednesday,2024-05-12,70-79,1,0.2659,0.5714,0.1519
2024-05-08,Wednesday,2024-05-12,80+,0,0,0.8571,0.4362
2024-05-07,Tuesday,2024-05-12,<60,0,0,0,0
2024-05-07,Tuesday,2024-05-12,60-69,0,0,0.4286,0.0763
2024-05-07,Tuesday,2024-05-12,70-79,0,0,0.4286,0.1139
2024-05-07,Tuesday,2024-05-12,80+,0,0,1,0.5088
2024-05-06,Monday,2024-05-12,<60,0,0,0,0
2024-05-06,Monday,2024-05-12,60-69,0,0,0.4286,0.0763
2024-05-06,Monday,2024-05-12,70-79,1,0.2659,0.5714,0.1519
2024-05-06,Monday,2024-05-12,80+,1,0.5088,1.1429,0.5815
2024-05-05,Sunday,2024-05-05,<60,0,0,0,0
2024-05-05,Sunday,2024-05-05,60-69,0,0,0.4286,0.0763
2024-05-05,Sunday,2024-05-05,70-79,1,0.2659,0.4286,0.1139
2024-05-05,Sunday,2024-05-05,80+,1,0.5088,1.1429,0.5815
2024-05-04,Saturday,2024-05-05,<60,0,0,0,0
2024-05-04,Saturday,2024-05-05,60-69,2,0.3562,0.4286,0.0763
2024-05-04,Saturday,2024-05-05,70-79,0,0,0.4286,0.1139
2024-05-04,Saturday,2024-05-05,80+,0,0,1.4286,0.7269
2024-05-03,Friday,2024-05-05,<60,0,0,0,0
2024-05-03,Friday,2024-05-05,60-69,1,0.1781,0.1429,0.0254
2024-05-03,Friday,2024-05-05,70-79,1,0.2659,0.5714,0.1519
2024-05-03,Friday,2024-05-05,80+,2,1.0177,1.7143,0.8723
2024-05-02,Thursday,2024-05-05,<60,0,0,0,0
2024-05-02,Thursday,2024-05-05,60-69,0,0,0,0
2024-05-02,Thursday,2024-05-05,70-79,0,0,0.5714,0.1519
2024-05-02,Thursday,2024-05-05,80+,2,1.0177,1.4286,0.7269
2024-05-01,Wednesday,2024-05-05,<60,0,0,0,0
2024-05-01,Wednesday,2024-05-05,60-69,0,0,0,0
2024-05-01,Wednesday,2024-05-05,70-79,0,0,0.5714,0.1519
2024-05-01,Wednesday,2024-05-05,80+,1,0.5088,1.4286,0.7269
2024-04-30,Tuesday,2024-05-05,<60,0,0,0,0
2024-04-30,Tuesday,2024-05-05,60-69,0,0,0,0
2024-04-30,Tuesday,2024-05-05,70-79,1,0.2659,0.5714,0.1519
2024-04-30,Tuesday,2024-05-05,80+,1,0.5088,1.4286,0.7269
2024-04-29,Monday,2024-05-05,<60,0,0,0,0
2024-04-29,Monday,2024-05-05,60-69,0,0,0,0
2024-04-29,Monday,2024-05-05,70-79,0,0,0.4286,0.1139
2024-04-29,Monday,2024-05-05,80+,1,0.5088,1.7143,0.8723
2024-04-28,Sunday,2024-04-28,<60,0,0,0,0
2024-04-28,Sunday,2024-04-28,60-69,0,0,0,0
2024-04-28,Sunday,2024-04-28,70-79,1,0.2659,0.4286,0.1139
2024-04-28,Sunday,2024-04-28,80+,3,1.5265,1.7143,0.8723
